F1,F2,F3,F4,F7,F8,F9,F10,D
1,1,0,1,0,1,0,0,0
1,1,0,0,1,1,0,1,1
1,1,1,1,1,1,1,1,1
1,1,0,0,1,1,0,1,1
1,1,0,0,1,0,1,1,1
1,1,1,1,1,0,0,1,0
1,1,1,1,0,1,1,1,1
1,0,1,1,1,0,1,1,0
1,1,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0
1,1,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1
1,0,0,1,0,0,0,0,0
1,0,1,0,1,1,1,1,1
1,1,1,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,1,0,0,1,1,1,0
1,1,0,0,1,0,0,1,0
1,0,0,1,1,1,1,1,0
1,1,1,0,1,0,1,1,0
1,1,1,0,0,1,1,1,0
1,1,1,1,1,0,0,1,0
1,1,1,1,0,1,1,1,1
1,0,0,0,1,1,1,1,1
1,1,1,0,0,1,0,0,1
1,1,0,1,1,1,0,0,1
1,1,1,1,0,1,1,0,1
1,1,1,0,1,1,0,1,1
1,1,1,0,0,1,0,1,1
1,1,1,0,0,1,0,1,0
1,1,0,0,1,0,0,1,0
1,1,1,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,0
1,0,1,0,1,0,0,1,1
1,1,1,1,0,1,1,1,1
1,0,0,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1
1,1,0,0,1,1,0,1,1
1,1,1,1,1,1,0,1,1
1,1,0,1,0,1,1,1,1
1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,1,0
1,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,0,0
1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,0,0,1
1,1,1,1,0,1,1,0,1
1,1,0,1,1,1,1,1,0
1,1,0,0,0,1,1,1,0
1,1,0,0,1,1,0,0,0
1,1,0,0,0,1,0,0,0
0,1,1,0,1,0,0,1,0
1,1,1,0,0,1,1,1,0
1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,0,0,1
1,1,1,1,0,0,1,0,1
1,1,0,1,1,1,1,1,0
1,1,1,1,0,1,0,0,0
1,1,0,1,1,0,0,1,0
1,1,1,0,0,0,0,1,0
0,1,0,0,0,1,1,1,0
1,1,0,1,0,1,1,1,0
1,1,0,0,1,1,1,1,1
1,1,0,0,0,1,0,1,1
1,1,0,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1
1,0,0,1,0,1,0,1,0
1,1,0,0,0,1,0,1,0
1,1,0,0,0,1,0,1,0
1,1,0,0,0,0,1,1,0
1,1,1,0,1,1,1,1,1
1,0,0,1,0,1,1,1,0
1,1,1,0,1,1,1,1,0
1,1,1,0,0,1,1,1,0
1,0,1,0,1,0,0,1,1
1,1,0,0,1,1,1,1,0
1,1,0,0,0,1,0,1,0
1,1,0,0,1,0,0,1,0
1,1,1,0,0,1,1,1,1
1,1,0,1,0,1,1,1,0
1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,1
1,1,0,0,1,1,0,1,0
1,1,0,1,1,1,0,0,0
1,1,1,1,0,1,0,0,0
1,1,0,0,0,1,0,0,0
1,1,1,1,0,1,1,0,0
1,1,0,0,0,1,1,0,0
1,1,0,1,1,0,0,0,0
1,0,1,1,1,0,0,0,1
1,1,0,1,0,1,1,0,1
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,0,1,1,1,1,1,1
1,1,1,1,0,1,0,0,0
1,1,1,1,1,1,1,0,1
1,1,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,0
1,1,0,1,1,1,0,1,0
1,1,0,1,0,1,1,0,1
1,1,1,0,1,0,0,1,0
0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,1,0
1,1,0,0,0,1,1,1,1
1,1,1,0,1,1,0,0,1
1,1,0,0,0,0,0,0,0
1,1,0,1,1,1,0,1,0
1,1,0,1,0,0,1,1,0
1,1,0,0,0,1,0,1,0
1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,0,1,1,1,1,0,0
1,1,0,1,0,1,0,0,0
1,1,0,0,1,0,0,1,0
1,1,1,0,1,1,1,1,1
1,1,0,1,1,1,1,0,0
1,1,0,1,0,1,0,0,0
1,1,0,1,0,1,1,1,1
1,1,1,0,1,1,1,1,1
1,1,0,0,0,0,0,1,0
1,1,0,0,1,1,1,1,0
1,1,1,0,0,1,0,1,0
1,1,0,0,0,1,1,1,0
1,1,0,0,0,0,1,1,0
1,1,1,0,1,1,1,1,1
1,1,1,0,0,1,1,1,0
1,1,0,1,1,0,1,0,1
1,1,0,1,0,1,0,0,1
1,1,0,1,0,1,1,1,1
1,1,0,0,1,0,0,1,0
1,1,0,0,1,1,0,0,0
1,1,0,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1
1,1,0,0,0,1,0,0,0
1,1,0,1,1,1,1,0,1
1,1,0,1,0,1,0,0,1
1,1,1,1,1,1,1,1,1
1,1,0,0,0,1,1,1,0
1,1,0,0,0,1,1,1,0
1,1,1,1,1,1,0,1,1
1,1,0,1,0,1,1,1,0
1,0,1,1,1,0,1,0,1
1,0,1,1,0,0,0,0,0
1,1,1,0,1,0,1,1,0
1,1,0,1,0,1,0,1,0
1,1,0,1,0,1,1,1,1
1,1,0,0,1,1,0,1,1
1,1,1,1,1,0,0,1,0
1,1,1,1,0,0,0,1,0
1,1,1,0,1,0,1,0,1
1,0,1,0,1,1,1,1,0
1,0,1,1,1,0,0,1,1
1,1,1,1,0,1,1,1,1
1,1,0,1,0,1,1,0,0
1,1,0,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,1
1,1,0,1,0,1,1,0,1
0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0
1,1,0,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1
1,1,0,0,1,1,0,0,0
1,1,0,1,1,1,1,1,0
1,0,0,1,1,1,1,0,1
1,0,0,1,1,1,1,0,0
1,1,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0
1,1,0,0,0,1,1,0,0
1,1,0,1,1,1,1,1,1
1,1,0,1,0,1,0,1,1
1,1,0,0,1,1,0,1,1
1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,0,0
1,1,0,1,1,1,1,1,0
1,1,0,1,0,0,0,1,0
1,1,1,0,0,1,0,1,0
1,0,0,1,1,0,1,0,0
1,1,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,1,0,1,0,1,1,0,0
1,1,0,1,0,1,0,0,0
1,1,1,1,1,1,0,1,1
1,1,0,1,0,1,1,0,1
1,1,0,0,0,1,0,0,0
1,1,1,0,1,1,1,1,0
1,1,1,0,0,1,0,0,0
1,1,1,0,0,1,1,1,0
1,1,0,0,1,0,0,1,0
1,1,0,1,1,0,0,1,0
1,1,0,1,0,1,1,1,1
0,1,0,0,0,0,0,1,0
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1
1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,0
1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,0,1
1,0,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1
1,1,0,0,1,1,1,1,0
1,1,0,0,0,1,0,1,0
1,1,0,0,0,1,1,1,0
1,1,0,0,0,1,1,1,0
1,1,0,0,0,1,1,1,0
1,1,1,0,1,1,0,1,1
1,1,1,0,0,1,1,1,1
1,0,0,0,0,0,0,1,0
1,1,1,0,1,1,1,1,0
1,1,0,0,0,0,1,1,0
1,1,1,0,0,1,0,0,0
1,1,1,0,1,1,0,0,0
1,0,1,0,1,1,0,1,0
1,1,1,0,0,0,1,1,0
1,1,0,1,0,1,1,1,0
1,1,1,0,0,1,0,1,1
1,1,1,0,1,1,1,1,1
1,1,1,0,1,1,1,1,1
1,1,1,0,0,1,0,0,1
1,0,0,1,1,1,0,0,0
1,0,0,1,1,0,1,0,0
1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,1
1,0,1,0,1,1,0,1,0
1,1,0,0,1,1,1,0,1
1,1,0,0,0,1,0,0,0
1,1,1,1,1,1,0,0,1
1,1,0,1,1,0,0,0,0
1,1,1,0,0,1,0,0,0
1,1,1,0,0,1,0,0,1
1,0,1,0,1,1,1,1,1
1,1,1,1,1,1,0,0,1
1,1,0,1,0,1,1,0,1
1,1,1,0,1,0,0,1,0
1,1,1,0,0,1,1,1,0
1,1,0,0,0,1,1,1,1
1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1
1,1,1,0,0,0,0,1,0
1,1,0,1,1,0,1,1,0
1,1,1,1,0,1,0,0,1
1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0
1,1,0,1,1,1,0,0,0
1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,0
1,0,0,1,0,0,1,1,0
0,1,1,0,0,0,1,1,0
1,1,1,0,1,1,0,1,1
1,1,1,0,1,1,1,1,1
1,1,1,0,1,0,0,1,0
1,1,0,0,1,0,1,1,0
1,1,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,1,0,1,1,1,1,1
1,0,1,1,1,0,1,1,1
1,1,0,1,0,1,1,1,0
1,1,0,0,0,1,1,0,0
1,0,0,0,1,1,1,0,1
1,0,1,1,0,1,1,0,0
1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1,1,0,1,0,1,0,1,0
1,1,0,1,1,0,0,1,0
1,1,0,1,0,1,1,1,0
0,1,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0,0
1,0,1,1,0,0,1,0,0
1,1,0,1,0,1,1,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,0,0,0
1,1,1,1,0,1,1,0,1
1,1,1,1,1,1,0,0,1
1,1,1,1,0,0,1,1,1
1,1,1,1,1,0,1,1,1
1,0,1,1,0,0,0,1,0
1,1,0,1,1,1,1,0,0
1,1,0,0,0,1,1,0,0
1,1,0,1,0,0,0,1,0
1,1,0,0,1,1,0,1,0
1,1,0,0,1,0,0,0,0
1,0,0,1,0,1,1,0,0
1,0,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,1
1,1,1,0,0,1,0,1,0
1,1,1,0,1,1,0,1,1
1,0,0,0,1,0,0,1,0
1,1,1,0,1,1,1,1,1
1,1,0,0,0,0,0,1,0
1,1,1,0,0,1,0,1,1
1,1,0,1,1,1,1,1,1
1,0,0,1,0,0,1,1,0
1,1,1,1,1,1,1,0,0
1,1,1,1,0,1,0,0,1
1,1,0,1,0,1,1,1,1
1,1,0,0,0,0,0,1,0
1,1,0,1,1,1,0,0,0
1,1,0,1,0,0,1,0,0
1,0,0,1,1,1,0,0,0
1,1,1,1,0,1,1,0,1
0,1,0,0,0,0,1,0,0
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,1,1,1
1,1,0,1,1,0,1,0,0
1,1,0,0,1,1,1,1,0
0,1,0,0,0,0,0,1,0
1,1,1,1,0,0,1,1,0
1,1,0,1,0,0,0,1,0
1,1,0,0,1,1,1,0,1
1,1,0,1,1,1,0,0,1
1,1,0,1,0,1,1,0,1
1,1,0,1,0,1,0,1,0
1,1,0,0,0,1,1,1,0
1,1,0,1,0,1,0,1,0
1,1,0,1,1,1,0,1,0
1,1,0,1,0,1,1,1,0
1,1,0,0,0,0,0,1,0
1,1,0,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,0,0,0,1,1,1,1
1,1,0,0,0,1,0,1,0
1,0,0,0,0,0,0,1,0
1,1,0,0,0,1,0,1,0
1,0,1,1,1,1,1,1,0
1,1,0,1,0,1,0,1,1
1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1
1,1,0,1,0,1,1,1,1
1,1,0,0,1,1,0,1,0
1,1,1,1,1,1,1,0,1
1,1,0,1,1,1,1,1,1
1,0,1,1,0,0,0,1,0
1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,1,0
1,1,0,0,0,0,0,1,0
1,1,0,0,1,1,1,1,0
1,1,0,1,1,0,1,0,1
1,1,0,1,0,0,0,0,0
1,1,0,0,0,0,1,0,0
1,1,0,0,1,1,1,1,1
1,1,0,0,0,1,0,0,0
1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,0
1,1,1,1,1,1,0,1,0
1,1,0,1,0,1,1,0,1
1,1,0,0,1,1,0,1,1
1,0,0,1,0,1,1,0,0
1,0,0,1,1,1,1,0,0
1,1,0,0,1,1,1,1,1
1,1,0,1,0,1,1,1,1
1,1,0,0,1,1,1,0,0
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1
0,1,0,0,1,1,1,0,0
0,1,0,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,0
1,1,0,1,1,1,0,1,0
1,1,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,0,1
1,1,1,0,1,1,0,0,0
1,1,0,1,1,1,0,1,0
1,1,0,1,0,1,1,1,0
1,1,1,1,0,1,1,1,1
1,1,0,0,1,0,0,1,0
1,1,0,1,1,1,1,0,0
1,1,0,1,0,1,1,0,0
1,0,0,1,1,0,1,0,0
1,1,0,1,0,1,0,0,0
1,1,1,1,0,1,1,1,1
1,0,1,0,1,1,0,0,0
1,1,1,0,0,1,0,0,0
1,0,0,1,1,1,0,1,0
1,1,0,1,0,1,1,1,1
1,1,1,1,1,0,1,1,1
1,1,0,1,1,1,1,1,1
1,1,0,1,0,1,0,0,0
1,1,0,1,0,0,1,0,0
1,0,1,1,0,0,1,1,1
1,1,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0
1,1,0,0,1,0,0,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,1,1,1,0,0,1,0
1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,1,0
0,1,0,0,0,1,1,1,0
0,0,1,0,1,0,0,1,0
0,1,0,0,0,0,0,1,0
1,1,1,1,1,0,1,1,1
1,1,1,1,0,0,0,1,1
1,1,1,1,1,1,0,0,1
1,1,0,1,0,1,1,0,0
1,1,0,0,0,1,1,0,0
1,1,0,0,0,0,1,0,0
1,0,0,0,1,1,1,1,0
1,1,0,0,1,1,1,0,1
1,1,0,0,1,1,0,1,0
1,1,1,0,0,0,0,1,0
1,1,1,0,1,1,1,0,1
1,1,1,0,0,1,0,0,0
1,1,0,1,1,1,1,0,0
1,1,0,1,0,1,0,0,0
1,1,0,0,1,1,1,1,0
1,1,0,0,0,1,0,1,0
1,1,0,0,1,1,0,0,0
1,1,0,0,0,1,1,0,0
1,0,0,1,1,0,0,1,0
1,0,0,1,0,1,1,1,0
1,0,1,0,0,1,0,1,1
1,1,0,0,1,1,0,0,0
1,1,0,0,0,1,1,1,1
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,0
1,1,0,0,0,0,1,0,0
1,1,0,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,0
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1
1,1,0,1,0,0,0,0,0
1,1,1,0,1,0,0,1,0
1,1,0,1,1,1,0,0,0
1,0,0,1,0,0,1,1,1
1,1,0,0,1,1,0,1,0
1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1
1,1,0,0,1,1,1,1,1
1,1,1,0,0,1,1,1,0
1,1,0,1,1,1,0,1,0
1,1,1,1,0,1,1,1,0
1,1,1,0,1,1,1,1,1
1,1,0,1,0,1,0,1,0
1,1,0,0,0,0,0,1,0
1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,0,1
1,0,0,1,1,1,1,0,1
1,1,1,1,0,1,0,1,1
1,1,0,0,0,0,1,0,0
1,1,0,1,0,1,0,0,0
1,1,0,0,0,0,1,0,0
1,0,1,0,1,0,1,1,1
1,1,0,0,0,1,1,0,0
1,1,0,0,0,1,1,1,1
1,0,0,0,0,0,1,1,0
1,1,0,1,1,1,1,1,0
1,1,0,1,0,1,0,1,0
1,0,1,1,1,1,0,0,1
1,1,1,1,0,1,1,0,1
1,1,1,0,1,1,1,1,1
1,1,0,1,1,1,1,0,0
1,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,0
1,1,0,0,1,1,0,1,0
1,0,0,0,0,0,1,1,0
1,1,1,0,0,0,0,1,0
1,1,1,0,1,1,0,1,0
1,0,0,1,1,1,1,0,0
1,1,1,1,0,1,0,0,0
1,1,1,0,0,1,1,0,0
1,1,0,1,1,0,1,1,0
1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,0,1,1
1,1,0,1,0,1,1,1,1
1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,0,0
1,0,0,1,1,1,1,1,1
1,0,1,1,0,1,0,1,1
1,1,0,0,1,0,1,0,0
1,1,0,0,1,1,1,1,1
1,1,0,0,1,0,0,0,0
1,1,0,0,1,1,0,1,0
1,1,1,0,1,1,1,1,1
1,1,0,0,0,1,1,1,1
1,1,1,1,1,1,0,0,1
1,1,1,1,0,1,1,0,1
1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,0,0,1
1,1,1,1,1,0,0,1,0
1,1,0,1,0,1,1,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,1
1,1,1,1,1,0,1,0,0
1,1,1,1,0,1,0,0,1
1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1
1,1,0,0,1,1,0,1,0
1,1,0,0,0,0,1,1,0
1,1,0,0,1,1,0,1,0
1,1,1,1,1,0,1,1,0
1,1,1,1,0,0,0,1,0
0,1,0,0,0,0,0,1,0
1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,0,0,1
1,1,1,1,0,1,1,1,1
1,0,0,0,1,0,0,1,0
1,0,1,0,0,1,1,1,0
1,1,1,0,1,1,0,1,1
1,1,0,0,1,0,0,1,0
0,1,0,0,0,0,1,1,0
1,1,1,0,0,0,0,1,0
1,1,0,1,1,1,0,1,1
1,1,0,1,0,1,1,1,0
1,1,0,0,1,0,1,1,0
1,1,1,0,0,1,0,1,0
1,1,0,0,1,0,0,0,0
1,1,1,0,0,1,0,1,1
1,1,0,0,1,0,0,1,0
1,1,0,0,1,1,1,0,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,0
1,1,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,0
1,1,1,0,1,0,0,1,0
1,1,1,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,0
1,1,1,1,1,0,1,0,1
1,0,1,0,0,0,1,0,0
1,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1
1,1,1,0,1,0,0,1,0
1,0,1,1,1,0,0,1,0
1,0,1,1,0,0,1,1,1
1,1,1,1,0,1,1,0,1
1,1,1,1,0,1,0,0,0
1,1,1,0,1,1,0,1,1
1,1,1,0,0,1,1,1,1
1,1,1,0,0,1,1,0,1
1,1,1,0,1,1,1,1,1
1,1,1,0,0,1,0,1,1
1,0,0,1,1,0,0,1,0
1,1,0,1,0,1,1,1,1
1,1,1,0,1,1,0,0,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,0
1,1,1,0,1,1,1,1,1
1,0,0,0,1,0,0,1,0
1,1,1,0,0,1,1,1,0
1,0,0,1,1,1,0,1,1
1,1,1,1,0,1,1,1,1
1,1,0,1,1,1,1,1,1
1,1,0,1,0,0,0,1,0
1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,0,0,1,1,1,1,1
1,1,0,0,0,1,0,1,0
1,1,0,1,1,1,0,1,0
1,1,0,1,0,1,1,1,1
1,1,0,0,0,1,1,1,0
1,1,0,0,1,1,0,0,0
0,1,0,0,0,0,1,0,0
1,1,1,0,1,1,1,1,1
1,1,0,1,1,1,1,1,0
1,1,0,1,0,1,0,1,1
1,1,0,0,0,0,0,1,0
1,1,0,1,1,1,0,0,1
1,1,1,1,0,1,1,0,0
1,1,0,0,0,0,1,0,0
1,1,0,1,1,0,0,1,0
1,1,1,1,1,0,0,1,0
1,1,0,1,0,1,1,0,0
1,1,0,1,1,0,0,0,0
1,1,0,0,0,1,0,0,0
1,1,1,0,1,1,0,0,1
1,1,0,0,0,1,1,0,0
1,1,1,0,1,1,0,1,1
1,1,1,0,0,0,0,1,0
1,1,1,0,0,0,1,1,0
1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,0,1
1,1,0,0,1,1,1,1,1
1,1,1,0,0,1,0,1,1
1,1,1,0,1,1,1,0,1
1,1,1,0,0,1,0,0,1
1,1,0,0,0,1,1,1,0
1,0,0,1,1,1,1,0,1
1,1,0,1,0,1,0,0,0
1,1,1,0,1,1,1,1,0
1,1,1,0,0,1,1,1,1
1,1,0,1,1,0,0,1,0
1,0,1,1,0,0,1,1,1
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1
0,1,0,0,1,0,0,1,0
1,1,0,0,0,0,0,0,0
1,1,0,0,0,1,1,1,1
1,0,0,0,0,0,1,1,0
1,1,0,1,1,1,1,1,1
1,1,1,0,0,0,1,1,0
1,1,1,0,0,0,0,1,0
1,1,0,0,1,0,0,0,0
1,0,1,0,1,0,0,1,0
1,1,0,0,0,1,0,1,1
1,1,0,1,1,1,1,1,0
1,1,0,1,0,1,0,1,1
1,0,0,0,0,0,1,1,0
1,1,0,1,1,1,0,1,0
1,1,1,1,0,1,1,1,0
1,1,0,1,0,1,1,1,0
0,1,0,0,0,0,0,1,0
1,1,0,1,1,1,1,1,0
1,1,0,0,0,0,1,1,0
1,1,0,1,1,1,0,0,0
1,1,0,0,0,0,1,0,0
1,1,1,0,0,0,1,0,0
1,0,1,0,1,0,0,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,0
1,1,1,1,1,1,1,0,0
1,1,1,0,1,1,1,1,1
1,1,0,1,0,1,1,1,0
1,0,0,1,1,1,1,0,0
1,1,0,0,1,1,0,0,0
1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,1,1,1,1,0
1,1,1,0,0,0,0,0,0
1,1,1,0,1,1,1,1,1
1,0,1,0,0,1,0,1,0
1,1,1,0,1,1,1,1,1
1,0,1,1,1,0,1,1,1
1,1,1,0,0,1,0,1,0
1,1,1,0,1,0,0,1,0
1,1,1,0,0,0,1,0,0
1,0,1,1,1,1,1,1,1
1,1,1,0,0,0,0,1,0
1,1,0,1,0,1,1,1,0
1,1,0,1,1,1,1,1,1
1,1,1,1,0,1,0,1,0
1,1,0,1,1,1,0,1,0
1,1,1,1,0,1,1,1,1
0,1,0,0,0,0,1,1,0
1,1,1,0,1,1,1,1,1
1,1,1,0,1,1,1,0,1
1,1,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0
1,1,1,1,1,1,1,0,1
1,0,0,0,1,1,1,0,0
1,1,0,0,0,1,0,1,0
1,1,1,0,1,1,1,1,1
1,1,0,0,0,1,1,1,1
1,1,1,0,0,1,1,1,1
1,0,1,0,1,1,1,1,1
1,1,0,0,1,0,0,1,0
1,1,0,0,0,0,1,1,0
0,1,0,0,0,0,0,1,0
1,0,1,1,1,1,0,1,1
1,1,1,1,0,0,1,1,1
1,1,0,0,0,0,1,1,0
1,1,0,0,1,0,0,1,0
1,1,1,0,0,0,1,1,0
1,1,1,0,0,1,0,1,0
1,1,0,1,1,0,0,1,0
1,1,0,1,0,1,1,1,0
1,1,0,0,0,1,1,1,0
1,1,1,0,0,0,0,1,0
1,0,1,1,1,1,1,1,0
1,1,0,1,1,1,1,1,0
1,1,0,1,0,1,0,1,1
1,1,0,1,1,0,1,1,0
1,1,0,1,0,1,0,0,0
1,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,0,0
1,1,1,0,1,0,0,1,1
1,1,1,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1
1,1,1,1,1,0,0,1,0
1,1,1,1,0,1,1,1,1
1,1,1,1,1,0,1,1,1
1,1,1,1,0,1,0,1,0
1,1,1,0,1,1,0,0,1
1,1,1,0,0,1,0,0,1
1,1,1,0,0,1,1,0,0
1,1,1,1,1,1,0,1,0
1,1,0,1,0,0,1,1,0
1,1,0,1,1,1,0,1,0
1,1,1,1,0,1,1,1,1
1,1,0,0,0,0,1,1,0
1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,0,1,0
1,1,1,1,0,1,1,1,1
1,1,0,0,0,1,0,0,0
1,1,0,0,1,0,1,1,0
1,1,0,0,0,0,1,0,0
1,1,0,0,0,1,1,0,0
0,1,0,0,0,1,0,1,0
1,1,1,0,1,1,0,1,1
0,1,0,0,0,0,1,1,0
1,1,0,0,0,0,1,1,0
0,1,0,0,0,0,1,1,0
0,1,0,0,0,0,1,1,0
1,1,1,1,0,0,0,1,1
1,0,0,1,0,1,0,0,1
1,1,1,0,1,1,1,1,1
1,1,1,0,0,1,1,0,1
1,1,0,0,1,1,0,0,0
1,1,1,0,1,0,0,1,0
1,1,0,0,1,0,1,0,0
1,0,0,1,1,0,1,1,0
1,1,0,0,0,0,1,1,0
1,1,0,0,0,0,0,1,0
0,1,0,0,0,1,0,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,1,0,1,1,1,0,1
1,1,1,0,0,1,0,0,1
1,1,0,1,1,0,0,0,1
1,1,0,0,1,1,0,0,0
1,1,0,0,0,1,0,0,0
1,1,0,0,0,1,0,1,0
1,1,1,0,1,0,0,0,0
1,1,0,0,0,0,1,1,0
1,0,0,1,1,1,1,1,1
1,0,0,1,0,1,0,1,0
1,1,0,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0
1,1,1,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,0,1,0,1,1,0
1,1,0,0,0,0,0,1,0
1,0,1,1,1,1,1,1,1
1,1,0,0,0,1,0,1,0
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
0,1,1,0,0,0,1,1,0
1,1,0,0,1,0,1,1,0
1,0,0,0,0,0,0,1,0
1,0,1,1,1,0,0,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,1,0,1,1,1
1,1,0,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1
1,1,1,0,0,1,1,1,1
1,1,0,0,0,1,1,1,0
0,1,0,0,0,1,1,1,0
1,1,1,0,1,0,0,1,1
1,1,1,0,1,1,0,0,1
1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1
0,1,0,0,0,0,0,1,0
1,1,0,0,0,1,0,0,0
1,1,0,1,1,1,1,0,0
1,1,0,1,1,1,1,1,1
